"","GSM812988","GSM812989","GSM812990","GSM812991","GSM812992","GSM812993","GSM812994","GSM812995","GSM812996","GSM812997","GSM812998","GSM812999","GSM813000","GSM813001","GSM813002","GSM813003","GSM813004","GSM813005"
"DNAJB12",3.17506864699463,3.22249129408345,3.22518375582002,3.21610311199627,3.11621718566432,2.69970508838134,3.13392957796013,3.2621390560118,3.2826951083004,3.22359476716849,3.20222963391585,3.18790057907161,3.13764893352415,3.10597302256571,2.4473776547688,2.48512717920884,2.49202467065712,2.43418971513574
"OAS1",3.08828273792738,2.97701444318746,3.20993101356763,3.15767628702562,3.09524695360373,2.93080734205002,3.2269748641749,3.16689649343996,3.11747762477709,3.06430465776569,3.03849360033801,3.19322893568505,3.14241997328381,2.97984719229068,2.72228502046638,2.71146693351322,2.58695084681634,2.76464318242331
"PBX2",2.78292767398301,2.83466308472155,2.7083927529935,2.58474800411377,2.67124173349316,2.57648561659468,2.54335234916345,2.7420357545434,2.57925160514799,2.61875361050956,2.67834508961966,2.67465227501705,2.67869393323385,2.7738695564249,3.08732331740695,3.00758393601887,3.12112019982916,3.07376625972412
"PPP2R1B",3.38932051388602,3.33420684158015,3.45836481036266,3.46773595730002,3.43652713185831,3.20737657423196,3.24636552027369,3.38226883131925,3.41917372210902,3.2783929573663,3.23779573617139,3.37473236535529,3.29077088038334,3.27866220868843,3.01974869898553,2.96828764574044,2.94298997679867,2.98669707931545
"SIRPA",2.5688755793007,2.48485633459927,2.5923281009156,2.6420642889188,2.52469835206799,2.15617848066872,2.57396510578782,2.53117457101203,2.36711241980742,2.43756147004506,2.45039730126868,2.52574867818927,2.57563448047212,2.55062711752284,2.95349936690652,2.71558349819974,2.82502602867377,2.80712180492581
"SDC3",2.89357228914672,2.77109895800814,2.8763747082398,2.89004019038024,2.82843681283414,2.92782365361405,3.19933171082539,3.1229860692947,3.00983855807641,2.92650427347608,2.85371905422872,2.90731718554662,2.78027859880776,2.76910312153291,2.33893835910928,2.2199915319965,2.31183062005514,2.3175613800633
"E2F1",3.14661074811123,3.11685876853516,3.14517005897846,3.22570634718376,3.1259786792227,3.26815633806852,3.2640889910467,3.10212562992645,3.08558339836354,3.0932751920845,2.96824579886102,3.20322574927979,3.08420359381963,3.03362210173985,2.46624469971221,2.45916194061532,2.51373378512062,2.51472093330227
"TGOLN2",2.88801960153186,2.90221793809353,2.86415325330914,3.06336228994072,3.13460998773839,2.39113970305037,2.26147214344914,2.96964065505342,2.46586400597654,3.03422223140187,2.94701488030994,2.95200174563266,3.08578137662594,3.1942739976432,3.08614310535229,3.14927253702407,3.11898026367662,3.06991522162767
"ARHGAP29",2.22821193851261,2.0385215186879,2.59430895629119,2.91743060963581,2.94446511727405,2.54066413706818,2.18101888155901,2.28360298146988,2.5172789691946,2.21019900725165,1.97926809808223,2.56442816811848,2.28547472171425,2.03754985307623,2.0400718069248,1.99129453425791,1.82085495560513,2.05488736500208
"CDC14A",2.09456511545015,2.18070356734577,2.47458400438679,2.02186415796871,2.28185015158466,1.75225362358072,1.69827360634988,2.09621124313046,2.17349941530647,2.61349558509106,2.42545554494464,2.59604158711038,2.63183371271402,2.6326106985709,2.39164868170812,2.61511727432095,2.46661433082932,2.6303882298688
"PLGLB1",2.31290531234748,2.28373127658749,2.3547810598124,2.65663891688308,2.53469040269314,2.71531332129199,2.27407107871987,2.74103265633872,2.19318887147417,2.94273499797494,2.91807285315634,2.45295171582438,2.92245591165676,3.07962353188367,2.75762452867869,3.04104931301118,2.83556396172826,2.85555881713126
"SMARCA2",2.50040105045955,2.72653000665634,2.65783821926117,2.77697650202685,2.78392616104621,2.45174733198942,1.91504279137198,2.85017833462936,2.99933277961557,2.86085814157955,2.78503092056487,2.78967876138167,2.80642552715398,3.06292056962712,3.04214140750476,2.83734303662967,2.94899323707826,2.88665705301611
"AL031681.3",2.18306849316162,2.46355968412844,2.29990078532908,2.15077768901482,2.21005745541794,2.15915962002393,2.37373756797078,1.98893403562857,2.17133046339158,2.63774331207201,2.73854844401949,2.59185411892892,2.7925555404244,2.84437360036208,2.66191191666996,2.65656936152512,2.6389322460292,2.77319270580623
"DZIP3",2.21465980919402,2.44648413123291,2.84398504964256,2.31571257906206,2.13173631437051,2.01810356926842,2.03539165232243,2.01250252611737,2.54872587454965,3.00857240257764,3.02383923282539,2.93468595404704,2.76856906273955,2.96186517704183,2.92647068523264,2.9926016774843,2.73526025888229,2.94398094546754
"ALOX12B",2.70377647229442,2.5369286984832,2.3404620032216,2.32906703579519,2.26454844089735,2.43136648751194,2.44392141107313,2.22790677296985,2.54282659485996,2.2128369985369,2.19510030297871,2.08313642246156,2.00804758821232,1.9131161268254,2.26286908755548,1.98165029655385,2.03698714008539,1.9747778164092
