"","x"
"1552426_a_at",0.0837589230042379
"1553002_at",0.260632009121918
"1570473_at",0.133014563093943
"202815_s_at",0.169811020360962
"202843_at",0.357141519438435
"211881_x_at",0.10790724878644
"214504_at",0.127674945733153
"219420_s_at",0.0938297576286304
